系列,编号,派系,卡牌名称,备用卡牌名称,图片链接,类型,独有,卡牌费用,初始威胁,意志力,攻击力,防御力,生命值,任务点,属性,警戒,远攻,限制,隐匿,厄运,遭遇,守护,协同,种族,规则文字,功能,人数,精神,战术,领导,学识,中立,1352
欺诈者神庙,60,战术,狄奥威奈,迪欧温,1987caf1-aedd-4fe0-bbe9-41539c2a7910.jpg,盟友,*,4,,0,1,3,3,,"洛汗.
战士.",√,,,,,,,,洛汗,"警戒.
响应：当迪欧温防御时，花费1【领导】资源以取消攻击敌军上的一个暗影效果。任一玩家可触发本响应。",防御,,,,,,,
欺诈者神庙,61,战术,盛怒现身,盛怒现身,94727856-c487-4cf8-b8d5-8c18a3bca3d8.jpg,事件,,1,,,,,,,,,,,,,,,,,"当你控制一名诺多精灵英雄时才能打出。
行动：选择一个非独有敌军。直到本阶段结束，所选敌军的印刷文本框视为空白（属性除外）。",,,,,,,,
欺诈者神庙,62,精神,罗瓦尼安先驱者,罗马尼安先驱者,2c1b7d82-e14e-4e2d-9270-86b59f95e0a9.jpg,盟友,,3,,1,2,1,2,,谷地.斥候.,,,,,,,,,谷地,响应：在罗马尼安先驱者参与执行任务后，放置1枚进度标记到场景区的一个地区上。如果该地区未因本效果探索完毕，罗马尼安先驱者获得+1【意志力】直到本阶段结束。,任务,,,,,,,
欺诈者神庙,63,精神,斥候小队,斥候小队,21c68054-6070-49cd-be5f-7d432842a879.jpg,事件,,2,,,,,,,,,,,,,,,,,响应：在你指派角色参与执行任务后，如果你指派的每名角色都是斥候，每名角色获得+2【意志力】直到本阶段结束。,,单人,,,,,,
欺诈者神庙,64,学识,纠缠之网,纠缠之网,44b36766-fbb5-464d-bf9c-6a9cb9f48fad.jpg,附属,,1,,,,,,,陷阱.,,,,,,,,,,"将纠缠之网以未附属状态打出到场景区中。
如果纠缠之网未附属，将其附属到下一张进入场景区的合理敌军上。
所附属敌军获得-2【攻击力】和-2【防御力】。",,,,,,,,
欺诈者神庙,65,学识,林中暗箭,林中暗箭,f07ea741-4991-46c9-9c6a-439dc186cec6.jpg,事件,,1,,,,,,,,,,,,,,,,,"只能在进行交锋检定后打出。
遭遇行动：如果本阶段没有敌军被交锋，对场景区每个敌军造成1点伤害。然后，所有玩家共为一组，可以花费3【战术】资源以对场景区每个敌军额外造成2点伤害。",攻击,多人,,,,,,
欺诈者神庙,66,中立,埃瑞德路因矿工,伊瑞德隆矿工,c2c8d69a-6639-49af-89ed-86f2ffc8c096.jpg,盟友,,3,,1,1,1,2,,矮人.,,,,,,,,,矮人,响应：在伊瑞德隆矿工从你的牌组顶端被弃除后，将其放置进场由你控制。,,,,,,,,
沉没的废墟,82,学识,阿尔加拉德,阿尔格莱德,8aea2aaf-8320-4694-bc64-fc264b409bab.jpg,英雄,*,,9,2,2,1,4,,西尔凡精灵.斥候.,,√,,,,,,,西尔凡精灵,"远攻.
行动：横置阿尔格莱德以选择一个在场景区的敌军。直到本阶段结束，该敌军获得-X【威胁值】，X等于阿尔格莱德的【攻击力】。如果本效果将该敌军的【威胁值】减至0，对它造成1点伤害。（每个回合限制一次。）",,,,,,,,
沉没的废墟,83,领导,矮人雇佣兵,矮人佣兵,836d10fb-8bca-4dee-bea7-0164667b7a61.jpg,盟友,,1,,2,2,2,3,,矮人.战士.,,,,,,,,,矮人,强制：在回合结束时，除非所有玩家共为一组花费1【领导】资源，否则弃除矮人佣兵。,,,,,,,,
沉没的废墟,84,领导,杜内丹人的疗法,登丹人的疗法,a83a5cb2-b557-4e10-baea-957318cbea95.jpg,附属,,0,,,,,,,记号.,,,,,,,,,,"附属到一名英雄上。
响应：在登丹人的疗法附属到一名英雄上后，治疗该英雄1点伤害。
行动：从所附属英雄的资源池中支付1枚资源标记，以使登丹人的疗法附属到另一名英雄上。",,,,,,,,
沉没的废墟,85,战术,罗瑞安神射手,罗瑞安神射手,d5500d57-03af-4152-9ad0-620aeb4fd50b.jpg,盟友,,3,,0,3,0,2,,西尔凡精灵.战士.,,√,,,,,,,西尔凡精灵,"远攻.
响应：在罗瑞安神射手进场后，选择一个敌军。该敌军获得-2【防御力】直到本回合结束。",攻击,,,,,,,
沉没的废墟,86,战术,战斗怒火,战斗怒火,8c7077ad-6b73-4ffc-86a4-891f9e4b839e.jpg,事件,,1,,,,,,,,,,,,,,,,,"只能在集结阶段前打出。
任务行动：横置一名你控制的英雄以立即宣告其作为攻击者（并结算本次攻击）攻击任一合理目标敌军。然后，所有玩家共为一组可花费1【精神】资源以指派该英雄参与执行任务。",任务,,,,,,,
沉没的废墟,87,精神,森林信差,林地信使,905dbe88-7974-4b0c-9a82-f96ba4dd866f.jpg,盟友,,2,,1,1,0,1,,西尔凡精灵.斥候.,,,,,,,,,西尔凡精灵,响应：在林地信使进场后，放置1枚进度标记到一个地区上（如果该敌军具有森林属性则以2枚进度标记代替）。,,,,,,,,
沉没的废墟,88,精神,希斯莱恩,希斯蓝,12ce640e-dd4e-4c02-be87-f273252cc9be.jpg,附属,,1,,,,,,,物品.,,,,,,,,,,"附属到一个地区上。每个地区限制一张。
响应：在一位玩家从他的手牌打出一个西尔凡精灵盟友后，放置1枚进度标记到所附属地区上。",,,,,,,,
沉没的废墟,89,学识,罗宾·掘小洞,罗宾·小鸡,697e1c80-a218-4dc7-b0c3-06921e879b81.jpg,盟友,*,2,,2,0,1,2,,哈比人.警备队员.,,,,,,,,,哈比人,响应：在你探索到一个地区后，花费1【精神】资源以上升在场的每个敌军X点交锋值直到本回合结束，X等于该地区的任务点。任一玩家可触发本响应。,,,,,,,,
沉没的废墟,90,学识,审讯,审讯,1c824f05-d8be-40e4-be13-5cea37128bf8.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：选择一个具有陷阱附属的敌军。查看遭遇牌组顶端的X张卡牌，X等于该敌军的印刷【威胁值】。你可以弃除这些卡牌中的一张。将剩余卡牌依原顺序返回牌组顶端。,,,,,,,,
沉没的废墟,91,中立,大步佬,神行客,789fbae0-a33e-4ea0-a34f-adfe3b62dba7.jpg,附属,*,1,,,,,,,头衔.,,,,,,,,,,"附属到一名英雄上。
当你控制两名或更少英雄时，所附属英雄参与执行任务时无需横置。
当你控制五名或更少角色时，所附属英雄获得+2【意志力】。",任务,,,,,,,
科巴斯港的风暴,109,战术,娜阿西雅,娜阿西雅,5205f00e-c538-4b5e-976c-5db99d33bc4e.jpg,英雄,*,,8,1,2,2,4,,海盗.战士.,,,,,,,,,海盗,"娜阿西雅资源池中的资源标记不能被用于支付盟友的费用。
行动：当娜阿西雅攻击或防御时，从她的资源池中支付1枚资源标记以使她在本次攻击中+2【攻击力】或+2【防御力】。",,,,,,,,
科巴斯港的风暴,110,领导,如尼文大师,符文大师,5c6b9d23-79fe-482c-8122-66b185cd476e.jpg,附属,*,1,,,,,,,头衔.,,,,,,,,,,"附属到一名游侠或【领导】英雄上。
响应：在一个记号附属被附属到一名英雄上后，横置符文大师以增加1枚资源标记到该英雄的资源池中。",,,,,,,,
科巴斯港的风暴,111,领导,王者威势,王者之气,b09288fe-e0a4-4395-8345-4505530fbe4c.jpg,事件,,1,,,,,,,,,,,,,,,,,响应：在你宣告一名贵族角色作为防御者防御一个交锋敌军的攻击后，将该敌军返回场景区。然后，取消该次攻击。,,,,,,,,
科巴斯港的风暴,112,战术,老练的精灵剑士,老练的精灵剑士,3b736ea1-aaeb-4ad9-815c-d91488a82896.jpg,盟友,,3,,1,1,1,3,,诺多精灵.战士.,,,,,,,,,诺多精灵,你的弃牌堆中每有一张老练的精灵剑士，老练的精灵剑士获得+1【攻击力】和+1【防御力】。,,,,,,,,
科巴斯港的风暴,113,战术,警惕禁卫,警惕守护,9128a94e-546a-4b89-8bec-6c2739af0c6e.jpg,附属,,3,,,,,,,技能.,,,,,,,,,,"附属到一名战士角色上。
每名角色限制一张。
所附属角色获得+2生命值。
响应：当另一名角色将被分配任意数量的伤害时，将其中1点伤害放置到所附属角色上以代替。",,,,,,,,
科巴斯港的风暴,114,战术,短兵相接,白刃战,28fcf3a8-febd-46bb-9a80-89dfe762f03f.jpg,事件,,1,,,,,,,,,,,,,,,,,行动：选择一位玩家。与该玩家交锋的每个敌军获得-1【防御力】直到本阶段结束。然后，所有玩家共为一组可支付2【学识】资源以使所选玩家在本阶段每次攻击并消灭一个敌军时补一张牌。,攻击,多人,,,,,,
科巴斯港的风暴,115,精神,林希尔舰长,林何舰长,9cafb8f6-1718-4f7f-a37f-9209ed68a92a.jpg,盟友,,3,,2,0,1,2,,刚铎.,,,,,,,,,刚铎,响应：在你从手牌打出林何舰长后，如果所有资源都是从一名英雄的资源池中支付，该英雄和林何舰长本回合参与执行任务时都无需横置。,任务,,,,,,,
科巴斯港的风暴,116,精神,追风驹,温佛拉,778cf45f-cc72-424d-a7b3-09373328dd1b.jpg,附属,*,1,,,,,,,坐骑.,,,√,,,,,,,"限制.
附属到一名【学识】英雄或伊欧纹上。
所附属角色获得+1【意志力】。
响应：在所附属角色从任务中移出后，横置温佛拉以指派附属角色参与执行任务。",,,,,,,,
科巴斯港的风暴,117,学识,伊奥瑞丝,攸瑞丝,fc6e412d-eeca-432e-bd91-378c1ae72c9f.jpg,盟友,*,0,,0,0,0,1,,刚铎.医者.,,,,,,,,,刚铎,"不能攻击或防御。
行动：花费1【学识】资源并横置攸瑞丝。然后，从一名角色上治疗3点伤害。任一玩家可触发本行动。",,,,,,,,
科巴斯港的风暴,118,学识,诊疗院,医院,16381c8d-c437-4bde-b7da-284c5216bcb6.jpg,事件,,5,,,,,,,,,,,,,,,,,"你可以横置你控制的任意数量的医者角色作为本卡牌的部分费用。每因此横置一名医者角色则降低本卡牌1点费用。
恢复行动：在任一玩家的弃牌堆中选择一名英雄。将该英雄放置进场由其拥有者控制，并放置1枚伤害标记到其上。",,,,,,,,
科巴斯港的风暴,119,中立,正义终将实现,正义终将被实现,2843c312-f8c7-4b07-ba60-2372a3c658c4.jpg,事件,,0,,,,,,,,,,,,,,,,,"每套牌组限制一张。
计划行动：将正义终将被实现加入胜利点计数区以补三张牌并增加3枚资源标记到你控制的每名英雄的资源池中。在本回合结束时，你从游戏中被淘汰。",,单人,,,,,,
海盗之城,138,战术,伊姆拉希尔亲王,印拉希尔王子,66cf39b5-015f-4bae-b304-4a61b5d1bedf.jpg,英雄,*,,11,2,3,2,4,,刚铎.贵族.战士.,,,,,,,,,刚铎,战斗行动：从印拉希尔王子的资源池中花费1枚资源标记以从你的牌组顶端五张卡牌中搜寻一张和他具有至少一个相同属性的盟友，将该盟友放置进场。将你的牌组洗牌。在本阶段结束时，如果该盟友依然在场，将其洗回你的牌组。（每个回合限制一次。）,,,,,,,,
海盗之城,139,领导,白塔骑士,白塔骑士,2aa91555-4734-400e-ac9f-babe55b1e2dc.jpg,盟友,,4,,2,2,3,3,,刚铎.战士.,,,,,,,,,刚铎,白塔骑士的资源费用必须从一名英雄的资源池中支付。,,单人,,,,,,
海盗之城,140,领导,坚守战线,坚守战线,5604685f-3fac-40da-8999-62a9b69a153b.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：当一个敌军攻击一位玩家时，该玩家可以宣告最多三名合理角色作为本次攻击的防御者。然后，所有玩家共为一组可花费2【战术】资源以重置每名在本次攻击中未受伤害的角色。,防御,多人,,,,,,
海盗之城,141,战术,多阿姆洛斯士兵,多尔安罗斯士兵,91c6862b-0fe6-44bd-8745-a685f03ab6ed.jpg,盟友,,2,,0,1,1,2,,刚铎.战士.,,,,,,,,,刚铎,响应：在多尔安罗斯士兵进场后，降低1点你本阶段打出的下一张【战术】卡牌费用。,,,,,,,,
海盗之城,142,精神,苏利恩,苏莉恩,daf23298-67fa-41c5-aff6-a3b7fef2014e.jpg,盟友,*,4,,3,0,2,2,,登丹人. 斥候.,,,,,,,,,登丹人,行动：花费1【学识】资源以横置苏莉恩。然后，每个在场景区的地区获得-1【威胁值】直到本阶段结束。任一玩家可触发本行动。,,,,,,,,
海盗之城,143,精神,振奋人心,振奋人心,711c92f7-1fe3-4820-82af-9f4e3f7f9647.jpg,事件,,2,,,,,,,,,,,,,,,,,行动：选择一名你控制的英雄。每名初始威胁低于所选英雄的英雄获得+2【防御力】直到本阶段结束。然后，所有玩家共为一组可花费2【领导】资源以给予每名初始威胁低于所选英雄的英雄+2【攻击力】直到本阶段结束。,,多人,,,,,,
海盗之城,144,学识,伊希利恩守卫,伊西利安守卫,dba87655-87e0-44b6-ba45-caf86ce723eb.jpg,盟友,,1,,0,1,0,1,,刚铎.游侠.,,,,,,,,,刚铎,响应：在伊西利安守卫进场后，将一个与你交锋的敌军返回场景区。,,,,,,,,
海盗之城,145,学识,尖兵长矛,游侠长矛,80a03178-4039-4b2c-a2c4-2d546aa9b0b2.jpg,附属,,1,,,,,,,"物品.
武器.",,,√,,,,,,,"限制.
附属到一名游侠角色上。
所附属角色获得+1【攻击力】（当攻击一个具有附属的敌军时则以+2【攻击力】代替）。",,,,,,,,
海盗之城,146,中立,多阿姆洛斯亲王,多尔安罗斯王,3903cf5b-0ca8-4cd9-8943-490a7af601e5.jpg,附属,*,3,,,,,,,头衔.,,,,,,,,,,"附属到印拉希尔王子上。
印拉希尔王子获得边境属性。
当你控制隶属于四种不同派系的边境盟友时，在资源阶段收集资源时额外增加1枚资源标记到印拉希尔王子上（如果印拉希尔王子是一名英雄）。",,,,,,,,
西方之炎,1,远征,阿拉贡,亚拉冈,2e778689-9e3f-4da8-a473-781c777f6473.jpg,英雄,*,,0,2,3,2,5,,登丹人.贵族.游侠.,,,,,,,,,登丹人,"起始玩家获得亚拉冈的控制权。如果亚拉冈离场，玩家游戏失败。
当亚拉冈具有宝物附属时，他获得警戒并且执行任务无需横置。",,,,,,,,
西方之炎,2,战术,伊欧玟,伊欧玟,6dc19efc-af54-4eff-b9ee-ee45e9fd4072.jpg,英雄,*,,9,4,1,1,3,,洛汗.贵族.,,,,,,,,,洛汗,"布置：降低3点你的威胁等级。
行动：上升3点你的威胁等级以重置伊欧玟。她获得+9【攻击力】直到本阶段结束。（每局游戏全体玩家限制1次。）",,,,,,,,
西方之炎,3,精神,贝瑞刚德,贝瑞贡,da4c926c-7917-4b6d-a1be-cc90fbdce597.jpg,英雄,*,,10,0,1,4,4,,刚铎.战士.,√,,,,,,,,刚铎,"警戒.
响应：在贝瑞贡防御一次攻击并且未受到伤害后，降低1点防御玩家的威胁等级。（每回合限制1次。）",,,,,,,,
西方之炎,4,战术,格里姆博德,葛林伯,825dfbbb-6ba7-44ad-8327-d06ff46830eb.jpg,盟友,*,3,,2,1,1,2,,"洛汗.
战士.",,,,,,,,,洛汗,战斗行动：弃除葛林伯以选择一个与一位玩家交锋的敌军。该敌军本阶段不能攻击该玩家。,,,,,,,,
西方之炎,5,精神,伊姆拉希尔亲王,印拉希尔王子,6238c12d-b4c0-478f-bd7e-b59ef9b4e86f.jpg,盟友,*,4,,2,2,2,3,,刚铎.战贵族.,,,,,,,,,刚铎,当你的弃牌堆中有英雄时，印拉希尔王子失去盟友牌类型并获得英雄牌类型。,,,,,,,,
西方之炎,6,领导,哈尔巴拉德,贺尔巴拉,66bcd2b8-fcc7-402b-94b2-a45a6c469981.jpg,盟友,*,4,,2,2,2,3,,登丹人.游侠.,,,,,,,,,登丹人,"每有一个与你交锋的敌军，打出贺尔巴拉的费用减1。
每个与你交锋的敌军获得+10交锋值。",,,,,,,,
西方之炎,7,学识,悍-不里-悍,刚布理刚,76951dec-233c-41aa-83d2-36497e89e7be.jpg,盟友,*,2,,X,1,1,2,,沃斯.,,,,,,,,,,"X等于激活地区的【威胁值】。
探索行动：弃除刚布理刚以探索一个地区，无需结算其探索效果。",,,,,,,,
西方之炎,8,战术,比钢铁更坚强,钢铁般的意志,1f71a208-836b-4bf9-8cdb-a3f9bfa05667.jpg,事件,,0,,,,,,,,,,,,,,,,,响应：横置一张附属在防御角色上的武器或防具牌以取消一个战斗中刚触发的暗影效果。,防御,,,,,,,
西方之炎,9,精神,孤注一掷的防御,绝望的防御,478bc3aa-c148-4f20-8b4b-6b2a477a64b6.jpg,事件,,1,,,,,,,,,,,,,,,,,响应：在一名警戒角色宣告为防御者后，其在本次攻击中获得+2【防御力】。如果本次攻击未造成伤害，重置该防御角色。,防御,,,,,,,
西方之炎,10,战术,金色的盾牌,黄金盾牌,a87da7c6-14fe-4213-b66f-43836531e213.jpg,附属,*,1,,,,,,,物品.防具.,,,√,,,,,,,"限制.
附属到一名洛汗英雄上。
响应：在所附属的英雄宣告为防御者后，横置黄金盾牌以在本次攻击中将所附属英雄的【意志力】加到其【防御力】上。",防御,,,,,,,
西方之炎,11,精神,白塔的制服,白塔制服,6fa385cc-3430-44ce-9761-d0558e2b569d.jpg,附属,,0,,,,,,,物品.防具.,,,,,,,,,,"限制.
附属到一名刚铎英雄上。
响应：从所附属英雄的资源池中花费X枚资源标记以取消X点刚分配给所附属英雄的伤害。",防御,,,,,,,
西方之炎,12,领导,洛赫林,洛赫林,83febe3a-95e8-4c38-8de7-4c1b1d43c917.jpg,附属,*,2,,,,,,,坐骑.,,,,,,,,,,"附属到一名登丹人英雄上。
如果所附属的英雄是亚拉冈，他获得【战术】符号
响应：在你主动交锋一个敌军后，横置洛赫林和所附属的英雄以宣告所附属的英雄为攻击者（并结算本次攻击）攻击该敌军。",攻击,,,,,,,
西方之炎,13,远征,埃兰迪尔王旗,伊兰迪尔大旗,fcf56ddf-cbff-4441-95f4-951cc5ae82c2.jpg,附属,*,3,,,,,,,宝物.物品.,,,,,,,,,,"附属到亚拉冈上。
当指派亚拉冈执行任务时，你控制的其他每名参与任务角色获得+1【意志力】。
当亚拉冈攻击时，你控制的其他每名攻击角色获得+1【攻击力】。",,,,,,,,
哈拉德之沙,1,领导,吉姆利,金雳,053357f5-4192-4a35-bf2c-7f48d584f292.jpg,英雄,*,,11,2,2,2,5,,矮人.贵族.战士.,√,,,,,,,,矮人,"警戒.
响应：在金雳被宣告为防御者后，从他的资源池中花费1枚资源标记以重置另一名英雄。如果该英雄为勒苟拉斯，他获得+1【攻击力】直到本阶段结束。（每个阶段限制一次。）",,,,,,,,
哈拉德之沙,2,精神,莱戈拉斯,勒苟拉斯,8124f5ac-6f03-4629-96f5-b8775ec8a7c4.jpg,英雄,*,,9,1,3,1,4,,西尔凡精灵.贵族.斥候.,,√,,,,,,,西尔凡精灵,"远攻.
响应：在指派勒苟拉斯参与执行任务后，弃除你一张手牌以重置另一名英雄。如果该英雄是金雳，他获得+1【意志力】直到本阶段结束。（每个阶段限制一次。）",,,,,,,,
哈拉德之沙,3,领导,绿林弓手,巨绿森弓箭手,d30fd38a-65fe-464d-acac-47d0f02deb05.jpg,盟友,,2,,0,2,0,1,,西尔凡精灵.,,√,,,,,,,西尔凡精灵,"远攻.
响应：在巨绿森弓箭手进场后，重置一名英雄。",,,,,,,,
哈拉德之沙,4,精神,埃瑞博禁卫,依鲁伯守卫,18d5f7fd-9d6e-44aa-9463-3530278f8c51.jpg,盟友,,4,,0,1,2,3,,矮人.战士.,√,,,,,,,,矮人,"警戒.
响应：当你从手牌打出依鲁伯守卫时，弃除你牌组顶端的两张卡牌以降低其2点费用。",,,,,,,,
哈拉德之沙,5,学识,半身人边界守卫,哈比人警卫,aa7cd6b1-910c-49cb-9606-771889d1dc77.jpg,盟友,,2,,1,1,0,2,,哈比人.,,,,,,,,,哈比人,当胜利点计数区有分支任务时，哈比人警卫获得：“响应：弃除哈比人警卫以取消一个刚从遭遇牌组展示的遭遇牌的‘展示后’效果。”,,,,,,,,
